Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Disease
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,meningite
anxiete,douleur_thoracique,essoufflement,fatigue,syncope,vertiges,,,,,,,,,,arythmie
demangeaisons,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,,,,,,,,,,,psoriasis
aura,confusion_post_crise,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
douleur_thoracique,essoufflement,expectorations,fievre,frissons,sueurs_nocturnes,toux,,,,,,,,,pneumonie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,nausees,,,,,,,,,,syndrome_colon_irritable
diarrhee,exophtalmie,palpitations,perte_de_poids,tremblements,,,,,,,,,,,hyperthyroidie
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
constipation,diarrhee,douleur_abdominale_droite,fievre,nausees,perte_appetit,vomissements,,,,,,,,,appendicite
anxiete,essoufflement,syncope,vertiges,,,,,,,,,,,,arythmie
douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
demangeaisons,eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,rhinite_allergique
diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,,,,,,,,,,,appendicite
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,,,,,,,,,infarctus
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,gaz,,,,,,,,,,,syndrome_colon_irritable
cicatrisation_lente,faim_excessive,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,diabete_type2
fievre,ganglions_gonfles,mal_gorge,nausees,toux,,,,,,,,,,,angine
douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,,,appendicite
demangeaisons,eternuements,fatigue,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,rhinite_allergique
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,fatigue,nausees,,,,,,,,,,,syndrome_colon_irritable
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,nausees,,,,,,,,,,,syndrome_colon_irritable
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,,arthrite
constipation,fatigue,oedemes,peau_seche,prise_de_poids,,,,,,,,,,,hypothyroidie
constipation,douleur_abdominale_droite,douleur_au_mouvement,fievre,perte_appetit,vomissements,,,,,,,,,,appendicite
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,arythmie
faim_excessive,fatigue,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,diabete_type2
diarrhee,douleurs_musculaires,essoufflement,fatigue,mal_gorge,perte_odorat,toux_seche,,,,,,,,,covid19
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,sueurs_nocturnes,toux_chronique,,,,,,,,,tuberculose
essoufflement,expectorations,fatigue,fievre,toux,,,,,,,,,,,bronchite
anxiete,douleur_thoracique,fatigue,palpitations,syncope,vertiges,,,,,,,,,,arythmie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,sang_dans_selles,vomissements,,,,,,,,,,ulcere_gastrique
chaleur_articulaire,douleurs_articulaires,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,,,,,,,,,,ulcere_gastrique
difficulte_a_avaler,fievre,mal_gorge,toux,,,,,,,,,,,,angine
eternuements,fatigue,maux_de_tete,nez_qui_coule,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,,,,,,,,,,ulcere_gastrique
douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,,,,,,,,,,,psoriasis
confusion_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,,,epilepsie
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,gaz,nausees,,,,,,,,,,,syndrome_colon_irritable
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,paludisme
anxiete,difficulte_a_parler,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,asthme
bradycardie,cheveux_cassants,constipation,fatigue,frilosite,oedemes,peau_seche,,,,,,,,,hypothyroidie
bourdonnements_oreilles,essoufflement,fatigue,maux_de_tete,palpitations,vision_trouble,,,,,,,,,,hypertension
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,,,,,,,,,,ulcere_gastrique
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,peau_seche,,,,,,,,,,eczema
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,perte_odorat,toux_seche,,,,,,,,,covid19
chaleur_articulaire,douleurs_articulaires,fievre,gonflement_articulations,raideur_matinale,,,,,,,,,,,arthrite
anxiete,difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
douleur_abdominale_droite,fatigue,jaunisse,nausees,perte_appetit,selles_decolorees,,,,,,,,,,hepatite
aura_visuelle,maux_de_tete_intense,nausees,sensibilite_lumiere,vomissements,,,,,,,,,,,migraine
demangeaisons,eternuements,fatigue,nez_qui_coule,obstruction_nasale,toux,,,,,,,,,,rhinite_allergique
epistaxis,essoufflement,maux_de_tete,vertiges,vision_trouble,,,,,,,,,,,hypertension
douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,sueurs_froides,vertiges,,,,,,,,,,infarctus
douleur_thoracique,fievre,hemoptysie,sueurs_nocturnes,toux_chronique,,,,,,,,,,,tuberculose
diarrhee,fievre,nausees,vomissements,,,,,,,,,,,,gastroenterite
douleurs_musculaires,fatigue,frissons,maux_de_tete,sueurs,vomissements,,,,,,,,,,paludisme
exophtalmie,insomnie,nervosité,palpitations,perte_de_poids,,,,,,,,,,,hyperthyroidie
chaleur_articulaire,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,,,arthrite
demangeaisons,eruption_cutanee,inflammation,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,eczema
douleur_abdominale_droite,fatigue,fievre,jaunisse,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,,hepatite
confusion_post_crise,convulsions,fatigue_post_crise,incontinence,perte_conscience,,,,,,,,,,,epilepsie
crampes,diarrhee,douleurs_abdominales,fievre,nausees,perte_appetit,vomissements,,,,,,,,,gastroenterite
fatigue,fievre,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
croutes,demangeaisons,eruption_cutanee,peau_rouge,peau_seche,,,,,,,,,,,eczema
cicatrisation_lente,faim_excessive,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,diabete_type2
exophtalmie,fatigue,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
exophtalmie,fatigue,insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,hyperthyroidie
douleur_dos,fatigue,irradiation_jambe,limitation_mouvement,spasmes_musculaires,,,,,,,,,,,lombalgie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
aura_visuelle,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,migraine
essoufflement,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,,,covid19
bourdonnements_oreilles,essoufflement,maux_de_tete,palpitations,vertiges,,,,,,,,,,,hypertension
diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,perte_appetit,vomissements,,,,,,,,,appendicite
confusion,eruption_cutanee,fievre,maux_de_tete_intense,photophobie,raideur_nuque,vomissements,,,,,,,,,meningite
bourdonnements_oreilles,epistaxis,essoufflement,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,hypertension
eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,meningite
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,toux_nocturne,,,,,,,,,,insuffisance_cardiaque
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,sueurs_froides,vertiges,,,,,,,,,,infarctus
croutes,demangeaisons,eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,vertiges,,,,,,,,,,,insuffisance_cardiaque
diarrhee,fatigue,insomnie,nervosité,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
diarrhee,douleurs_abdominales,fatigue,perte_appetit,vomissements,,,,,,,,,,,gastroenterite
fatigue,fievre,maux_de_tete,nez_qui_coule,perte_appetit,toux,,,,,,,,,,grippe
aura,confusion_post_crise,convulsions,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,,,,,,,,,,,syndrome_colon_irritable
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,toux,,,,,,,,,,bronchite
diarrhee,exophtalmie,fatigue,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,,hyperthyroidie
douleurs_musculaires,essoufflement,fatigue,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,,covid19
anxiete,douleur_bras_gauche,douleur_thoracique,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
douleur_thoracique,essoufflement,expectorations,fatigue,sifflement_respiratoire,toux,,,,,,,,,,bronchite
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,peau_seche,,,,,,,,,,eczema
douleur_thoracique,essoufflement,expectorations,fatigue,sifflement_respiratoire,toux,,,,,,,,,,bronchite
cheveux_cassants,constipation,depression,fatigue,oedemes,peau_seche,prise_de_poids,,,,,,,,,hypothyroidie
douleur_abdominale_droite,fatigue,fievre,jaunisse,perte_appetit,urine_foncee,,,,,,,,,,hepatite
bourdonnements_oreilles,epistaxis,essoufflement,fatigue,maux_de_tete,vertiges,vision_trouble,,,,,,,,,hypertension
eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,meningite
diarrhee,fatigue,insomnie,nervosité,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
aura,confusion_post_crise,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,psoriasis
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,,,,,,,,,,,syndrome_colon_irritable
douleur_thoracique,fievre,hemoptysie,perte_appetit,perte_de_poids,toux_chronique,,,,,,,,,,tuberculose
douleur_dos,douleur_position,fatigue,raideur_dos,,,,,,,,,,,,lombalgie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
diarrhee,douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,covid19
constipation,diarrhee,douleur_abdominale_droite,fievre,nausees,vomissements,,,,,,,,,,appendicite
douleur_thoracique,palpitations,syncope,vertiges,,,,,,,,,,,,arythmie
eternuements,fatigue,maux_de_tete,nez_qui_coule,obstruction_nasale,toux,,,,,,,,,,rhinite_allergique
crampes,diarrhee,douleurs_abdominales,fatigue,perte_appetit,vomissements,,,,,,,,,,gastroenterite
diarrhee,douleurs_musculaires,fatigue,perte_odorat,toux_seche,,,,,,,,,,,covid19
douleurs_musculaires,essoufflement,fatigue,fievre,perte_odorat,toux_seche,,,,,,,,,,covid19
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,,,,,,,,,,,ulcere_gastrique
bourdonnements_oreilles,epistaxis,essoufflement,fatigue,maux_de_tete,vision_trouble,,,,,,,,,,hypertension
aura,confusion_post_crise,morsure_langue,perte_conscience,,,,,,,,,,,,epilepsie
aura_visuelle,fatigue,maux_de_tete_intense,nausees,sensibilite_lumiere,vertiges,,,,,,,,,,migraine
difficulte_a_parler,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,,asthme
confusion,maux_de_tete_intense,photophobie,raideur_nuque,vomissements,,,,,,,,,,,meningite
douleur_thoracique,essoufflement,expectorations,sueurs_nocturnes,toux,,,,,,,,,,,pneumonie
fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,,paludisme
douleur_dos,fatigue,irradiation_jambe,limitation_mouvement,spasmes_musculaires,,,,,,,,,,,lombalgie
demangeaisons,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,,,psoriasis
demangeaisons,eternuements,fatigue,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,rhinite_allergique
douleur_thoracique,essoufflement,expectorations,fievre,sifflement_respiratoire,toux,,,,,,,,,,bronchite
diarrhee,essoufflement,fatigue,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,covid19
crampes,diarrhee,douleurs_abdominales,fatigue,nausees,perte_appetit,vomissements,,,,,,,,,gastroenterite
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,diabete_type2
anxiete,douleur_thoracique,essoufflement,fatigue,syncope,vertiges,,,,,,,,,,arythmie
douleur_thoracique,essoufflement,expectorations,fatigue,toux,,,,,,,,,,,bronchite
bradycardie,depression,fatigue,frilosite,oedemes,prise_de_poids,,,,,,,,,,hypothyroidie
bradycardie,constipation,depression,fatigue,frilosite,oedemes,peau_seche,prise_de_poids,,,,,,,,hypothyroidie
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,maux_de_tete,nez_qui_coule,perte_appetit,,,,,,,,grippe
exophtalmie,fatigue,insomnie,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,,hyperthyroidie
fatigue,fievre,ganglions_gonfles,mal_gorge,nausees,toux,,,,,,,,,,angine
douleurs_musculaires,essoufflement,fatigue,fievre,mal_gorge,maux_de_tete,toux_seche,,,,,,,,,covid19
eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,,,,,,,,,,meningite
chaleur_articulaire,douleurs_articulaires,fievre,perte_appetit,raideur_matinale,,,,,,,,,,,arthrite
cheveux_cassants,constipation,depression,frilosite,prise_de_poids,,,,,,,,,,,hypothyroidie
demangeaisons,eternuements,fatigue,maux_de_tete,nez_qui_coule,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
anxiete,difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,raideur_nuque,vomissements,,,,,,,,,meningite
bradycardie,constipation,depression,fatigue,peau_seche,prise_de_poids,,,,,,,,,,hypothyroidie
aura,confusion_post_crise,convulsions,incontinence,perte_conscience,,,,,,,,,,,epilepsie
diarrhee,douleur_abdominale_droite,fievre,nausees,vomissements,,,,,,,,,,,appendicite
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vomissements,,,,,,,,,,,migraine
fatigue,nervosité,palpitations,sudation_excessive,tremblements,,,,,,,,,,,hyperthyroidie
anxiete,douleur_bras_gauche,douleur_thoracique,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
fatigue,insomnie,palpitations,perte_de_poids,tremblements,,,,,,,,,,,hyperthyroidie
aura_visuelle,maux_de_tete_intense,nausees,sensibilite_bruit,vertiges,vomissements,,,,,,,,,,migraine
eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,,,,,,,,,,,,rhinite_allergique
fatigue,maux_de_tete_intense,nausees,sensibilite_lumiere,vomissements,,,,,,,,,,,migraine
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
croutes,demangeaisons,eruption_cutanee,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,eczema
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,sang_dans_selles,,,,,,,,,,,ulcere_gastrique
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,vertiges,,,,,,,,,avc
essoufflement,fatigue,oedemes_jambes,palpitations,toux_nocturne,vertiges,,,,,,,,,,insuffisance_cardiaque
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,vertiges,,,,,,,,,,insuffisance_cardiaque
confusion,faiblesse_bras,maux_de_tete_soudain,perte_equilibre,trouble_parole,trouble_vision,vertiges,,,,,,,,,avc
diarrhee,exophtalmie,nervosité,palpitations,tremblements,,,,,,,,,,,hyperthyroidie
diarrhee,douleurs_abdominales,fatigue,nausees,vomissements,,,,,,,,,,,gastroenterite
chaleur_articulaire,douleurs_articulaires,fatigue,fievre,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
douleur_thoracique,essoufflement,palpitations,syncope,,,,,,,,,,,,arythmie
eternuements,fatigue,maux_de_tete,nez_qui_coule,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,,syndrome_colon_irritable
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,arythmie
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,sueurs_froides,vertiges,,,,,,,,,,infarctus
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,nausees,,,,,,,,,angine
essoufflement,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,covid19
anemie,douleurs_musculaires,fievre_cyclique,frissons,maux_de_tete,,,,,,,,,,,paludisme
douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,,,appendicite
confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
anxiete,difficulte_a_parler,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
aura_visuelle,fatigue,nausees,sensibilite_bruit,sensibilite_lumiere,,,,,,,,,,,migraine
douleur_thoracique,essoufflement,expectorations,fievre,frissons,maux_de_tete,sueurs_nocturnes,,,,,,,,,pneumonie
eternuements,fatigue,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,perte_appetit,,,,,,,,,,grippe
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,vision_trouble,,,,,,,,,diabete_type2
fievre_cyclique,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,,,paludisme
faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,diabete_type2
maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,,rhinite_allergique
demangeaisons,eruption_cutanee,inflammation,peau_rouge,peau_seche,,,,,,,,,,,eczema
confusion,eruption_cutanee,fievre,maux_de_tete_intense,raideur_nuque,,,,,,,,,,,meningite
essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,,,,,,,,,,,migraine
bourdonnements_oreilles,essoufflement,maux_de_tete,vertiges,vision_trouble,,,,,,,,,,,hypertension
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,,,,,,,,,,psoriasis
anxiete,essoufflement,palpitations,syncope,,,,,,,,,,,,arythmie
cicatrisation_lente,faim_excessive,fatigue,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,diabete_type2
fatigue,jaunisse,nausees,urine_foncee,vomissements,,,,,,,,,,,hepatite
douleur_dos,douleur_position,fatigue,irradiation_jambe,raideur_dos,spasmes_musculaires,,,,,,,,,,lombalgie
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,,arthrite
aura,confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,epilepsie
douleur_position,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,,,,,,,,,,,lombalgie
fatigue,fievre,perte_appetit,perte_de_poids,toux_chronique,,,,,,,,,,,tuberculose
diarrhee,douleurs_abdominales,fievre,nausees,vomissements,,,,,,,,,,,gastroenterite
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
